# 915 nm PL_38 Chip Heater Calibration Heater 10
# Chip Num PL 38 Down Structure
# Heater No = 10
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 1
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2023-11-29 16:28:18
#Current  diode_1  diode_2  diode_3  diode_4 
     730    38.17     4.51     2.43    11.33 
     740    38.62     4.25     3.03    10.61 
     750    39.26     4.11     3.63     9.84 
     760    39.34     4.03     4.31     9.16 
     770    39.24     4.08     5.01     8.51 
     780    39.10     4.31     5.75     7.84 
     790    38.80     4.73     6.49     7.15 
     800    38.42     5.35     7.19     6.49 
     810    37.79     6.21     7.84     5.81 
     820    37.08     7.27     8.43     5.17 
     830    36.09     8.68     9.00     4.52 
     840    34.61    10.11     9.35     4.00 
     850    33.32    11.93     9.64     3.45 
     860    32.10    13.92     9.77     2.95 
     870    30.50    16.38     9.75     2.48 
     880    28.95    19.04     9.58     2.08 
     890    27.24    21.74     9.33     1.76 
     900    25.51    24.96     8.82     1.50 
     910    23.91    28.36     8.19     1.33 
     920    22.29    32.12     7.44     1.25 
     930    20.38    35.39     6.60     1.26 
     940    18.62    38.68     5.74     1.36 
     950    16.99    41.19     4.91     1.53 
     960    15.01    44.28     3.91     1.82 
     970    13.37    47.09     3.01     2.18 
     980    11.89    49.47     2.26     2.60 
     990    10.45    51.55     1.60     3.10 
    1000     9.25    53.41     1.17     3.62 
    1010     8.22    54.70     0.97     4.17 
    1020     7.28    55.28     1.05     4.72 
    1030     6.42    55.25     1.48     5.25 
    1040     5.75    54.86     2.22     5.75 
    1050     5.15    54.01     3.36     6.20 
    1060     4.64    52.25     4.97     6.55 
    1070     4.21    50.12     6.92     6.80 
    1080     3.89    47.97     9.15     6.94 
    1090     3.66    45.40    11.61     6.97 
    1100     3.41    42.44    14.62     6.84 
    1110     3.20    39.74    17.59     6.62 
    1120     2.99    36.74    20.78     6.27 
    1130     2.78    34.28    23.93     5.86 
    1140     2.54    31.46    27.04     5.31 
    1150     2.25    29.52    30.10     4.67 
    1160     2.00    28.06    32.55     4.05 
    1170     1.70    27.09    34.68     3.43 
    1180     1.40    26.52    36.37     2.84 
    1190     1.08    26.37    37.35     2.36 
    1200     0.82    26.86    37.79     2.00 
    1210     0.55    27.68    37.71     1.78 
    1220     0.39    28.79    36.97     1.77 
    1230     0.29    30.13    35.42     1.94 
    1240     0.29    31.50    33.59     2.35 
    1250     0.39    33.00    31.30     2.96 
    1260     0.60    34.24    28.95     3.76 
    1270     0.92    35.22    26.42     4.74 
    1280     1.36    35.72    23.96     5.84 
    1290     1.73    36.26    22.19     6.74 
    1300     2.29    35.99    20.67     7.93 
