# 915 nm PL_38 Chip Heater Calibration Heater 12
# Chip Num PL 38 Down Structure
# Heater No = 12
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 2
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2024-11-29 16:41:40
#Current  diode_1  diode_2  diode_3  diode_4 
     510    21.91    22.05     8.69     4.53 
     520    22.60    21.67     8.39     4.36 
     530    23.19    21.28     8.12     4.19 
     540    23.80    20.83     7.85     4.06 
     550    24.38    20.37     7.72     3.92 
     560    24.91    19.82     7.68     3.78 
     570    25.57    19.18     7.73     3.69 
     580    26.00    18.66     7.88     3.62 
     590    26.45    18.07     8.09     3.55 
     600    27.00    17.18     8.38     3.56 
     610    27.32    16.38     8.74     3.57 
     620    27.63    15.53     9.16     3.65 
     630    27.82    14.65     9.67     3.80 
     640    27.90    13.78    10.20     3.99 
     650    27.84    12.79    10.69     4.25 
     660    27.66    11.86    11.33     4.56 
     670    27.32    11.00    11.98     4.95 
     680    27.00    10.06    12.68     5.44 
     690    26.55     9.11    13.36     6.05 
     700    26.27     8.09    14.01     6.79 
     710    25.75     7.23    14.71     7.64 
     720    25.07     6.43    15.40     8.58 
     730    24.23     5.68    16.09     9.64 
     740    23.59     4.82    16.64    10.79 
     750    22.62     4.19    17.20    12.08 
     760    21.56     3.54    17.52    13.44 
     770    20.70     2.77    17.79    14.98 
     780    19.74     2.19    17.88    16.63 
     790    18.52     1.80    18.03    18.12 
     800    17.50     1.30    17.84    19.90 
     810    16.23     1.02    17.72    21.62 
     820    15.19     0.71    17.34    23.38 
     830    14.16     0.49    16.95    25.24 
     840    13.22     0.32    16.42    27.08 
     850    12.33     0.21    15.81    28.92 
     860    11.60     0.14    15.08    30.70 
     870    11.01     0.13    14.08    32.50 
     880    10.46     0.15    13.20    34.04 
     890    10.06     0.19    12.18    35.31 
     900     9.81     0.26    11.15    36.25 
     910     9.80     0.35     9.98    36.95 
     920    10.01     0.46     8.86    37.60 
     930    10.28     0.53     8.00    38.02 
     940    10.76     0.58     7.08    38.27 
     950    11.49     0.63     6.22    38.11 
     960    12.44     0.67     5.47    37.91 
     970    13.56     0.69     4.81    37.19 
     980    14.78     0.66     4.28    36.04 
     990    16.13     0.60     3.87    34.89 
    1000    17.56     0.52     3.60    33.18 
    1010    19.06     0.44     3.40    31.38 
    1020    20.64     0.34     3.35    29.42 
    1030    22.27     0.25     3.36    27.44 
    1040    23.95     0.18     3.53    25.35 
    1050    25.56     0.15     3.80    23.23 
    1060    27.07     0.14     3.96    21.32 
    1070    28.44     0.22     4.50    19.01 
    1080    29.48     0.32     4.50    17.50 
    1090    30.32     0.52     4.63    16.03 
    1100    30.92     0.81     4.63    14.81 
    1110    31.39     1.19     4.64    13.80 
    1120    31.57     1.67     4.53    13.30 
    1130    31.55     2.24     4.43    12.94 
    1140    31.23     2.93     4.18    13.08 
    1150    30.53     3.69     3.84    13.61 
    1160    29.48     4.46     3.21    14.56 
    1170    28.10     5.34     2.90    15.53 
    1180    26.49     6.19     2.36    17.00 
    1190    24.75     7.04     2.18    18.41 
    1200    23.00     7.83     1.87    20.17 
    1210    21.10     8.52     1.81    21.94 
    1220    19.05     9.15     2.23    23.51 
    1230    17.00     9.62     2.89    24.98 
    1240    14.94     9.89     3.68    26.51 
    1250    12.92     9.97     5.08    27.42 
    1260    11.05     9.90     6.98    28.00 
    1270     9.37     9.57     9.73    27.97 
    1280     7.94     9.19    12.34    27.97 
    1290     6.61     8.62    15.54    27.43 
    1300     5.52     7.95    18.75    26.55 
