# 915 nm PL_38 Chip Heater Calibration Heater 12
# Chip Num PL 38 Down Structure
# Heater No = 12
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 4
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2024-11-29 17:09:27
#Current  diode_1  diode_2  diode_3  diode_4 
     750     3.54    11.85    27.32    10.89 
     760     3.64    13.17    27.59     9.23 
     770     3.74    14.59    27.61     7.92 
     780     3.81    16.16    27.52     6.52 
     790     3.90    17.79    27.18     5.39 
     800     3.98    19.53    26.69     4.35 
     810     4.08    21.32    25.90     3.52 
     820     4.17    23.14    24.85     2.83 
     830     4.30    25.00    23.58     2.33 
     840     4.43    26.86    22.02     1.99 
     850     4.58    28.65    20.38     1.82 
     860     4.74    30.12    18.69     1.82 
     870     4.91    31.82    16.69     1.95 
     880     5.17    33.17    14.65     2.21 
     890     5.49    34.33    12.55     2.57 
     900     5.72    35.37    10.57     3.01 
     910     6.11    36.01     8.77     3.53 
     920     6.39    36.63     7.09     4.10 
     930     6.78    36.91     5.56     4.65 
     940     7.22    36.83     4.31     5.26 
     950     7.67    36.57     3.32     5.83 
     960     8.17    36.14     2.67     6.37 
     970     8.58    35.61     2.34     6.86 
     980     9.01    34.83     2.37     7.28 
     990     9.36    33.76     2.75     7.70 
    1000     9.70    32.46     3.50     8.01 
    1010     9.87    30.75     4.65     8.22 
    1020    10.04    29.08     6.22     8.32 
    1030    10.10    27.10     8.07     8.30 
    1040    10.03    25.07    10.18     8.21 
    1050     9.83    22.93    12.49     8.06 
    1060     9.43    21.06    14.98     7.89 
    1070     9.00    18.78    17.84     7.61 
    1080     8.39    17.39    19.84     7.58 
    1090     7.62    15.99    22.00     7.51 
    1100     6.78    14.65    24.24     7.48 
    1110     5.87    13.66    25.99     7.57 
    1120     4.91    12.96    27.67     7.74 
    1130     3.95    12.69    28.83     8.06 
    1140     3.04    12.97    29.32     8.46 
    1150     2.18    13.43    29.67     9.05 
    1160     1.45    14.21    29.35     9.70 
    1170     0.85    15.36    28.44    10.34 
    1180     0.45    16.72    26.84    11.11 
    1190     0.30    18.12    24.93    11.87 
    1200     0.44    19.67    22.45    12.55 
    1210     0.86    21.33    19.69    12.95 
    1220     1.59    22.80    16.65    13.16 
    1230     2.65    24.17    13.63    13.18 
    1240     4.04    25.39    10.61    13.05 
    1250     5.75    26.23     7.96    12.65 
    1260     7.58    26.96     5.61    11.96 
    1270     9.80    27.10     3.55    11.19 
    1280    12.23    26.71     1.92    10.20 
    1290    14.69    26.23     0.87     9.03 
    1300    17.49    24.84     0.29     7.77 
