# 915 nm PL_38 Chip Heater Calibration Heater 10
# Chip Num PL 38 Down Structure
# Heater No = 10
# Current from = 0
# Current step = 10
# Current to   = 1300
# sleeptime (ms) = 900
# Input mode= 3
# Temp Room_ = 21.7
# Temp Chip_ = 19
# Date 2023-11-29 16:55:11
#Current  diode_1  diode_2  diode_3  diode_4 
     810     4.07     6.14    25.74    18.12 
     820     4.42     6.10    22.13    20.96 
     830     4.74     5.93    18.54    23.90 
     840     4.98     5.65    15.17    26.88 
     850     5.18     5.27    12.07    29.90 
     860     5.31     4.82     9.17    32.76 
     870     5.35     4.30     6.89    35.54 
     880     5.31     3.72     4.70    38.31 
     890     5.18     3.11     2.98    40.77 
     900     4.98     2.52     1.72    42.75 
     910     4.67     1.95     0.92    44.48 
     920     4.30     1.44     0.54    45.87 
     930     3.89     1.00     0.62    46.56 
     940     3.43     0.68     1.09    46.99 
     950     2.89     0.47     2.09    46.60 
     960     2.42     0.44     3.32    45.93 
     970     1.89     0.58     5.06    44.77 
     980     1.48     0.91     6.92    42.97 
     990     1.13     1.45     9.03    40.84 
    1000     0.83     2.26    11.34    38.05 
    1010     0.70     3.23    13.64    35.11 
    1020     0.70     4.25    15.67    32.15 
    1030     0.88     5.61    17.85    28.59 
    1040     1.26     7.07    19.67    24.98 
    1050     1.88     8.68    21.26    20.98 
    1060     2.61    10.18    22.29    17.59 
    1070     3.71    11.81    22.92    13.83 
    1080     4.97    13.24    23.06    10.74 
    1090     6.54    14.65    22.60     7.89 
    1100     7.92    15.65    21.93     5.86 
    1110     9.79    16.65    20.58     3.98 
    1120    11.72    17.25    18.80     2.66 
    1130    13.25    17.52    17.17     2.14 
    1140    15.23    17.48    14.80     2.02 
    1150    17.15    17.00    12.33     2.52 
    1160    18.72    16.20    10.01     3.53 
    1170    19.94    15.19     7.99     4.94 
    1180    21.01    13.83     5.92     6.84 
    1190    21.93    12.11     4.08     9.13 
    1200    22.29    10.66     2.91    11.29 
    1210    22.40     8.85     1.99    13.90 
    1220    22.14     7.07     1.59    16.51 
    1230    21.54     5.70     1.73    18.59 
    1240    20.57     4.27     2.38    20.63 
    1250    19.37     3.13     3.62    22.24 
    1260    18.14     2.38     5.12    23.27 
    1270    16.83     1.96     6.85    23.71 
    1280    15.52     1.81     8.89    23.61 
    1290    14.43     1.99    11.02    22.82 
    1300    13.44     2.43    13.26    21.45 
