current        diode_1        diode_2        diode_3        diode_4        
0.001          0.1689706      0.1171641      0.08175998     0.09861813     
0.002          0.1689399      0.1168811      0.08186807     0.09900812     
0.003          0.168876       0.1166627      0.08217204     0.09888875     
0.004          0.1685542      0.1173491      0.08242015     0.09924562     
0.005          0.1687884      0.1171875      0.0823048      0.09958312     
0.006          0.1675415      0.1174361      0.08259134     0.09956937     
0.007          0.1666448      0.1173867      0.08297583     0.09902187     
0.008          0.1657291      0.1175441      0.08311076     0.09939        
0.009          0.1656132      0.1177107      0.0836222      0.09953624     
0.01           0.1649554      0.1176152      0.08405168     0.099535       
0.011          0.1635216      0.1180656      0.08447316     0.09941313     
0.012          0.1623338      0.1178379      0.08476696     0.09968125     
0.013          0.1617872      0.1183301      0.08548877     0.09998374     
0.014          0.1599299      0.1178998      0.08615693     0.09982874     
0.015          0.1589692      0.1183594      0.08679676     0.09972437     
0.016          0.1572964      0.1182581      0.08740032     0.1002162      
0.017          0.1557538      0.1182464      0.08812506     0.1005675      
0.018          0.1550297      0.1181652      0.08859223     0.1006287      
0.019          0.1528814      0.1183259      0.08921322     0.1007431      
0.02           0.1520248      0.1181802      0.08980808     0.1010475      
0.021          0.1499332      0.1179869      0.09069169     0.101245       
0.022          0.1490176      0.1180656      0.09125172     0.101655       
0.023          0.1473187      0.1176295      0.09230436     0.1021113      
0.024          0.1457287      0.1178413      0.09286294     0.1018625      
0.025          0.1437388      0.1179057      0.09361015     0.1018931      
0.026          0.1424257      0.1179944      0.09456267     0.1020781      
0.027          0.1418271      0.1178982      0.0955986      0.1019212      
0.028          0.1391392      0.1179467      0.09672231     0.1017875      
0.029          0.1385216      0.1178371      0.09781703     0.1013806      
0.03           0.1358149      0.11719        0.09897991     0.1016325      
0.031          0.1342911      0.1172469      0.1004061      0.1016981      
0.032          0.1325237      0.1167497      0.1012955      0.101875       
0.033          0.1322847      0.1160299      0.1025788      0.1018337      
0.034          0.1301813      0.1155804      0.1033159      0.101695       
0.035          0.1293035      0.1153259      0.1038121      0.1020225      
0.036          0.1291922      0.1147349      0.1046137      0.1018488      
0.037          0.129081       0.1134735      0.1055038      0.1017112      
0.038          0.128641       0.1126314      0.106571       0.1013025      
0.039          0.1281417      0.1115784      0.1074067      0.1005056      
0.04           0.1279051      0.1103069      0.1087154      0.09985249     
0.041          0.128163       0.1087726      0.1095576      0.09910687     
0.042          0.1291378      0.1073705      0.1099305      0.09825937     
0.043          0.1294028      0.1056722      0.1107169      0.09764374     
0.044          0.132067       0.1040123      0.1107118      0.09668999     
0.045          0.1328431      0.102637       0.1111761      0.09530749     
0.046          0.1357746      0.1008867      0.1116223      0.09372624     
0.047          0.1390493      0.09821653     0.1126742      0.09222937     
0.048          0.142376       0.09590877     0.112783       0.09033561     
0.049          0.1457334      0.09280916     0.1125392      0.08938063     
0.05           0.1518686      0.08954214     0.1117289      0.08744562     
0.051          0.1560116      0.08662166     0.1106683      0.08548437     
0.052          0.1622841      0.08318639     0.1096933      0.08278062     
0.053          0.1689115      0.0796063      0.1089896      0.08033749     
0.054          0.1772874      0.07532728     0.1077992      0.078025       
0.055          0.1855047      0.0716342      0.1059957      0.07546499     
0.056          0.1928253      0.06794867     0.1037991      0.07266437     
0.057          0.2044546      0.06349218     0.1011084      0.06945812     
0.058          0.2133558      0.05969113     0.09890954     0.0662225      
0.059          0.225011       0.05559041     0.09618549     0.062325       
0.06           0.238261       0.05112639     0.09254809     0.05860374     
0.061          0.2501198      0.04698633     0.08896513     0.0549525      
0.062          0.2618342      0.04344141     0.08498894     0.05107437     
0.063          0.2759265      0.03992495     0.08142265     0.04737437     
0.064          0.292295       0.03641936     0.07690167     0.04278313     
0.065          0.3050671      0.033524       0.07189246     0.0392425      
0.066          0.3186861      0.03140542     0.06649587     0.03564312     
0.067          0.3345317      0.02978572     0.06093604     0.03187312     
0.068          0.3471192      0.02845647     0.05592683     0.02866187     
0.069          0.3592193      0.02842466     0.05036847     0.02580875     
0.07           0.3704132      0.02948604     0.04499436     0.0233775      
0.071          0.3796574      0.03158705     0.04026952     0.02125563     
0.072          0.3853952      0.03487667     0.0356274      0.02021188     
0.073          0.3873614      0.03894477     0.03170273     0.01970312     
0.074          0.3856436      0.04562277     0.02819666     0.02018999     
0.075          0.380999       0.05274861     0.02592238     0.02223812     
0.076          0.3712106      0.06089983     0.02473627     0.02496312     
0.077          0.3547688      0.07119391     0.02541674     0.02910562     
0.078          0.3378087      0.08145285     0.02752561     0.03439625     
0.079          0.312894       0.09151172     0.03141037     0.0408425      
0.08           0.2881283      0.1016593      0.03717551     0.04823937     
0.081          0.2548235      0.111231       0.04493923     0.05819563     
0.082          0.221928       0.1194902      0.05420319     0.06735875     
0.083          0.1922078      0.1273519      0.06404168     0.07556875     
0.084          0.1610301      0.1312274      0.0768197      0.08537812     
0.085          0.1383371      0.1306097      0.08846311     0.09299875     
