current        diode_1        diode_2        diode_3        diode_4        
0.001          0.08889838     0.05226963     0.1579454      0.09168654     
0.002          0.08872661     0.05232121     0.158658       0.09162935     
0.003          0.08879531     0.05329943     0.157878       0.09165591     
0.004          0.08912294     0.05339665     0.1576923      0.09176075     
0.005          0.08876096     0.05357638     0.1578003      0.09182883     
0.006          0.08877687     0.05365005     0.1567963      0.09200312     
0.007          0.08892573     0.05401836     0.1573186      0.09252257     
0.008          0.08914265     0.0545929      0.1570423      0.09272477     
0.009          0.08917065     0.05557552     0.1556936      0.09292016     
0.01           0.08928706     0.05573905     0.1552328      0.09284867     
0.011          0.08917255     0.05643737     0.1542531      0.0930502      
0.012          0.08969039     0.05753637     0.1540512      0.09338038     
0.013          0.08958161     0.05817577     0.1527082      0.09371057     
0.014          0.08999002     0.05959003     0.151609       0.0939291      
0.015          0.0898577      0.06012923     0.1517332      0.09407684     
0.016          0.09037618     0.06170263     0.1496509      0.09408433     
0.017          0.09014335     0.06192803     0.148742       0.09461945     
0.018          0.09014525     0.06361485     0.1501431      0.09470727     
0.019          0.09012171     0.0643883      0.1475059      0.0951566      
0.02           0.09029219     0.06613259     0.1455791      0.0957237      
0.021          0.09050149     0.06774282     0.1441561      0.09568626     
0.022          0.0905931      0.06983477     0.1428445      0.09556644     
0.023          0.09065545     0.07183392     0.1419681      0.09572302     
0.024          0.09033483     0.07371521     0.1401586      0.09612333     
0.025          0.09063827     0.07606941     0.1393112      0.09644604     
0.026          0.09076804     0.07841478     0.1367275      0.09636707     
0.027          0.09022413     0.08047876     0.1353915      0.09683954     
0.028          0.09067707     0.08338542     0.1335588      0.09666526     
0.029          0.09070379     0.08586925     0.1315612      0.09669862     
0.03           0.09082785     0.08859026     0.1291237      0.09689197     
0.031          0.09091628     0.0908266      0.1271795      0.09673333     
0.032          0.09054794     0.09330015     0.1251575      0.09699136     
0.033          0.0901497      0.09727339     0.1219806      0.09648212     
0.034          0.08961786     0.1008548      0.1200445      0.09665096     
0.035          0.08952054     0.1035714      0.116675       0.09625882     
0.036          0.08893463     0.1071984      0.1152079      0.09577545     
0.037          0.08819413     0.1118302      0.1117176      0.0960362      
0.038          0.0881337      0.1157372      0.1089667      0.09570873     
0.039          0.08764705     0.1198754      0.1070248      0.09541803     
0.04           0.08720554     0.1252939      0.1037911      0.09528119     
0.041          0.08634355     0.1296561      0.1010007      0.09490402     
0.042          0.08495608     0.1335719      0.09905072     0.09450848     
0.043          0.08385044     0.1390906      0.09543508     0.09381951     
0.044          0.08266144     0.1444884      0.0934375      0.09339058     
0.045          0.08150554     0.1502693      0.09105805     0.09207255     
0.046          0.08078542     0.1550499      0.08803321     0.0909751      
0.047          0.07922237     0.1609825      0.08576403     0.08945486     
0.048          0.07749519     0.1658943      0.08249776     0.08787744     
0.049          0.07555936     0.1716633      0.08032957     0.08653761     
0.05           0.07314067     0.179383       0.07796169     0.08384369     
0.051          0.07119211     0.1841061      0.07616724     0.08215188     
0.052          0.06931798     0.1897986      0.07449349     0.07950491     
0.053          0.06730454     0.1954558      0.07285222     0.07712824     
0.054          0.06420071     0.2017331      0.07066546     0.07382498     
0.055          0.06145949     0.2045558      0.07010134     0.07093905     
0.056          0.05871382     0.209662       0.06920758     0.06820427     
0.057          0.05560871     0.2139991      0.06915536     0.06442171     
0.058          0.0528376      0.2174111      0.06865741     0.06131045     
0.059          0.04995261     0.2188828      0.06982162     0.05837073     
0.06           0.04646645     0.2208319      0.07084884     0.05401019     
0.061          0.04323667     0.222694       0.07310759     0.05064769     
0.062          0.04043119     0.2246622      0.07480688     0.04673444     
0.063          0.03750868     0.2228737      0.07798956     0.04273403     
0.064          0.03371779     0.2206787      0.0826417      0.03823733     
0.065          0.03065213     0.2169013      0.08763857     0.03444594     
0.066          0.0280725      0.212436       0.09274804     0.03112361     
0.067          0.02554758     0.2057314      0.09992126     0.02719878     
0.068          0.02338081     0.1972487      0.1073417      0.02480304     
0.069          0.02204933     0.1882473      0.1153854      0.02238277     
0.07           0.02095005     0.1778243      0.1239399      0.0208748      
0.071          0.0202369      0.1631216      0.1348367      0.01958535     
0.072          0.02056389     0.1489906      0.1445507      0.01937295     
0.073          0.02192464     0.1339712      0.1544563      0.02058682     
0.074          0.02403161     0.1159464      0.1654401      0.02277016     
0.075          0.02722641     0.1008371      0.1738425      0.02637705     
0.076          0.03103765     0.08454333     0.1834079      0.03087784     
0.077          0.03593799     0.06656277     0.1900902      0.03728558     
0.078          0.04173405     0.05272045     0.195152       0.04465391     
0.079          0.04768088     0.04119253     0.1967562      0.05187043     
0.08           0.05329309     0.03287774     0.1971868      0.06016805     
0.081          0.06079661     0.02831371     0.1932868      0.07055847     
0.082          0.0671563      0.02950553     0.186651       0.07934085     
0.083          0.07250005     0.03712352     0.1785144      0.0880354      
0.084          0.07765932     0.05214884     0.1638511      0.09683137     
0.085          0.0790277      0.07280037     0.1477984      0.101964       
