current        diode_1        diode_2        diode_3        diode_4        
0.001          0.08383376     0.04826518     0.1604286      0.08186625     
0.002          0.08364077     0.04833538     0.1605617      0.08159343     
0.003          0.08355444     0.0484444      0.1605498      0.08180086     
0.004          0.08306389     0.04826435     0.161124       0.0820329      
0.005          0.08293289     0.0476788      0.1619128      0.08157093     
0.006          0.08262008     0.04757059     0.1618233      0.08166445     
0.007          0.08248094     0.04767136     0.1623843      0.08168343     
0.008          0.08202086     0.0476821      0.1632746      0.08164126     
0.009          0.08186141     0.04723033     0.1641715      0.08096907     
0.01           0.08107634     0.04726502     0.1640622      0.08102603     
0.011          0.08069852     0.04720556     0.1657044      0.08070118     
0.012          0.07977227     0.04711223     0.1660271      0.08069415     
0.013          0.07956813     0.04665387     0.1669094      0.08002476     
0.014          0.07878102     0.04618393     0.1677865      0.07981313     
0.015          0.07814828     0.04586101     0.168096       0.079515       
0.016          0.07738047     0.04565123     0.1695697      0.07879571     
0.017          0.07664313     0.04558763     0.1712462      0.07871696     
0.018          0.07557165     0.04538281     0.1715096      0.0778275      
0.019          0.07468703     0.04517634     0.1733349      0.07701751     
0.02           0.07378821     0.04489389     0.1744609      0.07654782     
0.021          0.07248414     0.04487985     0.1753103      0.07568859     
0.022          0.07132835     0.04467254     0.1775689      0.07542844     
0.023          0.06992272     0.04419766     0.1787384      0.07433157     
0.024          0.06894469     0.04394742     0.1804294      0.07363055     
0.025          0.06756952     0.04406882     0.1819531      0.07255688     
0.026          0.06643204     0.04359145     0.1840023      0.07178204     
0.027          0.06500915     0.04339406     0.1849571      0.07126664     
0.028          0.06361672     0.04305297     0.1874883      0.06979852     
0.029          0.06222024     0.04281428     0.1880836      0.06886476     
0.03           0.06071102     0.04259129     0.1894348      0.06775805     
0.031          0.05901898     0.0425979      0.1902987      0.06636937     
0.032          0.05735945     0.04217174     0.1921227      0.06537445     
0.033          0.05566032     0.042199       0.1946328      0.06367148     
0.034          0.05402314     0.04236417     0.1954494      0.06299719     
0.035          0.05260634     0.04186038     0.1974156      0.0617618      
0.036          0.05078124     0.04209411     0.1991592      0.06015023     
0.037          0.04850929     0.04184882     0.2008568      0.0586357      
0.038          0.04734946     0.04207677     0.2030535      0.05768297     
0.039          0.04541265     0.04216595     0.2046826      0.05628023     
0.04           0.04374398     0.0429134      0.2061207      0.05440219     
0.041          0.04247344     0.04322476     0.2078762      0.05288624     
0.042          0.04039547     0.04369717     0.2089864      0.05119312     
0.043          0.03892587     0.04427612     0.2101401      0.04930663     
0.044          0.03734453     0.04534896     0.211785       0.04713257     
0.045          0.03599273     0.04607904     0.2122407      0.0456975      
0.046          0.03413311     0.04720886     0.2127398      0.0437407      
0.047          0.03271532     0.04847        0.2137591      0.04165171     
0.048          0.03174843     0.04969066     0.2130624      0.03972796     
0.049          0.03107405     0.05082297     0.2127595      0.0380025      
0.05           0.02982687     0.05291082     0.2132784      0.03552469     
0.051          0.02915249     0.0544057      0.2124777      0.03342868     
0.052          0.02895547     0.05646382     0.2116204      0.03187336     
0.053          0.02876047     0.05865987     0.210231       0.03018937     
0.054          0.02888032     0.06134898     0.2080711      0.02795555     
0.055          0.02988274     0.06372094     0.2046971      0.02656336     
0.056          0.03077751     0.06598224     0.2027401      0.02555507     
0.057          0.03225929     0.06894223     0.1982203      0.02384156     
0.058          0.03377563     0.07191627     0.1935977      0.0227686      
0.059          0.03562813     0.07501502     0.1898457      0.02248453     
0.06           0.03908735     0.07872989     0.1844382      0.0218489      
0.061          0.04251813     0.08141157     0.1788055      0.0215332      
0.062          0.04423961     0.08508597     0.1719323      0.0218264      
0.063          0.04989461     0.08856463     0.1652738      0.02247469     
0.064          0.05523172     0.09190949     0.1555664      0.02379656     
0.065          0.06095781     0.09516268     0.1479491      0.02556141     
0.066          0.06685047     0.0981169      0.1400262      0.02776359     
0.067          0.07374249     0.1019829      0.1292903      0.03065976     
0.068          0.08081531     0.1042979      0.1203416      0.03335695     
0.069          0.08743008     0.1066253      0.111593       0.03739078     
0.07           0.09389046     0.108562       0.1026653      0.04182259     
0.071          0.1020023      0.1107597      0.09276829     0.04711922     
0.072          0.1095291      0.1115831      0.08506139     0.05265071     
0.073          0.1164424      0.1113535      0.07905604     0.05869546     
0.074          0.1236615      0.1107481      0.07188124     0.0655875      
0.075          0.128959       0.1090666      0.06838865     0.07188891     
0.076          0.1331423      0.105872       0.06653173     0.07822687     
0.077          0.1361648      0.101807       0.06758001     0.08433704     
0.078          0.136958       0.09653119     0.07186411     0.08818945     
0.079          0.1357109      0.09054759     0.07754944     0.09145407     
0.08           0.1319815      0.0832211      0.08676161     0.09380743     
0.081          0.1257029      0.07622661     0.1012403      0.09484242     
0.082          0.1173108      0.06679161     0.1148604      0.09420329     
0.083          0.1061054      0.05986403     0.1317188      0.0913493      
0.084          0.09200954     0.05009206     0.1532169      0.08517165     
0.085          0.07792789     0.04418609     0.1713818      0.07722773     
