current        diode_1        diode_2        diode_3        diode_4        
0.001          0.1362482      0.1237524      0.04719656     0.09135436     
0.002          0.1363727      0.123757       0.04732102     0.09154019     
0.003          0.1362016      0.1233563      0.04748204     0.09153181     
0.004          0.1364885      0.1231528      0.04743843     0.09217299     
0.005          0.1363954      0.1229403      0.04741734     0.09155608     
0.006          0.1365329      0.1220903      0.0475882      0.09183315     
0.007          0.136652       0.1214741      0.04757626     0.09185492     
0.008          0.1371067      0.1203828      0.0480368      0.09209013     
0.009          0.1378244      0.1198728      0.04791304     0.09207171     
0.01           0.1381622      0.1186934      0.04817671     0.09253208     
0.011          0.1383668      0.1177037      0.04837009     0.09236971     
0.012          0.1392415      0.1169509      0.04854585     0.09266686     
0.013          0.1391755      0.1166959      0.04912875     0.0926702      
0.014          0.1396497      0.1148396      0.04909712     0.09300921     
0.015          0.1400589      0.1134522      0.04948945     0.0931356      
0.016          0.1410094      0.1124459      0.04986141     0.09332981     
0.017          0.141685       0.1106214      0.04999852     0.09362862     
0.018          0.1421505      0.1096728      0.0503782      0.09448075     
0.019          0.1429938      0.1080062      0.05110101     0.09425811     
0.02           0.1438989      0.1062879      0.05135626     0.09470256     
0.021          0.144596       0.1041963      0.05189203     0.09522908     
0.022          0.1452813      0.1021882      0.05214515     0.09533623     
0.023          0.1467861      0.09992661     0.05317805     0.09582255     
0.024          0.1480506      0.09799133     0.05407735     0.09634152     
0.025          0.1483829      0.09613802     0.05428898     0.09684291     
0.026          0.1498488      0.09352882     0.05504906     0.09724973     
0.027          0.1501086      0.09147519     0.05616        0.09738701     
0.028          0.1514748      0.08932286     0.05678719     0.09768666     
0.029          0.1518126      0.08717052     0.0571746      0.09777121     
0.03           0.1531204      0.084405       0.05827289     0.09836301     
0.031          0.1532881      0.081899       0.05918906     0.09846848     
0.032          0.1543967      0.07903329     0.06023953     0.09883175     
0.033          0.15482        0.0764499      0.06118172     0.0994495      
0.034          0.1554685      0.07401375     0.06220406     0.099411       
0.035          0.1561202      0.07111616     0.06353016     0.09956083     
0.036          0.1574052      0.06810626     0.06487524     0.09911887     
0.037          0.1577733      0.06552587     0.06635743     0.09876897     
0.038          0.1580461      0.06279982     0.06779812     0.09854297     
0.039          0.1588678      0.05957892     0.06916852     0.0981504      
0.04           0.1591872      0.05680581     0.07104164     0.09745061     
0.041          0.1584348      0.05477643     0.07252874     0.09724973     
0.042          0.1592749      0.05107285     0.07415227     0.09629047     
0.043          0.1588819      0.04858813     0.07594172     0.09566099     
0.044          0.158923       0.04636446     0.07828242     0.0948206      
0.045          0.1589782      0.04326954     0.0802807      0.09391323     
0.046          0.1584283      0.04092142     0.08274375     0.09284599     
0.047          0.1569993      0.03907722     0.08486437     0.09181642     
0.048          0.1556298      0.03813768     0.08692031     0.09071988     
0.049          0.1540589      0.03624186     0.08942343     0.08913533     
0.05           0.1523463      0.03501697     0.09164952     0.08761021     
0.051          0.1512908      0.03418213     0.0946125      0.08539871     
0.052          0.1489437      0.03399241     0.09717328     0.0835798      
0.053          0.1464841      0.03397876     0.09991899     0.08148131     
0.054          0.1428358      0.03536911     0.1022808      0.07825363     
0.055          0.1390835      0.03625707     0.1042727      0.07504269     
0.056          0.1356788      0.03825606     0.1065431      0.07229464     
0.057          0.1317154      0.04057081     0.1093669      0.06895899     
0.058          0.1265265      0.04410134     0.1117491      0.06563337     
0.059          0.1213106      0.04735411     0.1131785      0.06236048     
0.06           0.1163253      0.05318116     0.1153005      0.05772656     
0.061          0.1110423      0.05920402     0.116704       0.05481445     
0.062          0.1050588      0.06580366     0.1184646      0.05055219     
0.063          0.09868234     0.07243518     0.1188584      0.04695118     
0.064          0.09123306     0.08264883     0.119423       0.04241016     
0.065          0.08542063     0.09128696     0.1195812      0.03894977     
0.066          0.0787378      0.1008115      0.1187873      0.03508594     
0.067          0.071177       0.1122136      0.117379       0.03144391     
0.068          0.06399078     0.1224455      0.1157358      0.02895368     
0.069          0.05919923     0.1331889      0.1135315      0.02630693     
0.07           0.05383066     0.1435149      0.110771       0.02441769     
0.071          0.04813518     0.1558262      0.1059103      0.02326591     
0.072          0.04478131     0.1657697      0.101487       0.0228323      
0.073          0.04256525     0.1764919      0.09675633     0.02379994     
0.074          0.04100522     0.1855201      0.09015469     0.02587416     
0.075          0.0423823      0.1929333      0.08380125     0.02932366     
0.076          0.04576755     0.1976235      0.07733743     0.0339216      
0.077          0.05104841     0.1998699      0.06979289     0.04042801     
0.078          0.05914293     0.1993812      0.06296906     0.04824777     
0.079          0.06936367     0.195966       0.05725477     0.05599971     
0.08           0.08133169     0.1886165      0.05215218     0.06454688     
0.081          0.0968571      0.1743213      0.04713539     0.07506445     
0.082          0.1117276      0.1594311      0.04475602     0.08524638     
0.083          0.1270743      0.14025        0.04392422     0.09385715     
0.084          0.1438577      0.1173091      0.04676484     0.102375       
0.085          0.156118       0.09592097     0.05077406     0.1074735      
