current        diode_1        diode_2        diode_3        diode_4        
0.001          0.1384104      0.1232636      0.04640458     0.09118694     
0.002          0.1384073      0.1234549      0.04649665     0.09137863     
0.003          0.1382707      0.1233198      0.04623299     0.09129325     
0.004          0.1385485      0.1236325      0.04619029     0.09144643     
0.005          0.1387246      0.1243474      0.04606306     0.09159542     
0.006          0.1383314      0.1249925      0.04557841     0.09136105     
0.007          0.1388171      0.1252961      0.0455985      0.09209096     
0.008          0.1382646      0.125416       0.04536495     0.09192354     
0.009          0.1381371      0.125756       0.04478154     0.09238978     
0.01           0.1380203      0.1265437      0.04435045     0.09246011     
0.011          0.1381189      0.1274378      0.04404409     0.09282589     
0.012          0.1381371      0.1284016      0.04363309     0.09292551     
0.013          0.1378533      0.128901       0.04321624     0.09296401     
0.014          0.1371672      0.1296007      0.04234822     0.09352735     
0.015          0.1367908      0.1311231      0.04190709     0.09368053     
0.016          0.1362626      0.1316316      0.04115458     0.0940505      
0.017          0.1359317      0.1319989      0.0410491      0.09462473     
0.018          0.1357738      0.1338325      0.04022629     0.09495117     
0.019          0.1355158      0.1343987      0.03984375     0.09538225     
0.02           0.1342104      0.1358103      0.03888114     0.096149       
0.021          0.1339175      0.1373114      0.03791351     0.09656752     
0.022          0.1335137      0.1388961      0.03748829     0.09703795     
0.023          0.1333711      0.1403745      0.03675837     0.09762556     
0.024          0.132348       0.1419044      0.03608789     0.09811859     
0.025          0.1316544      0.1432356      0.03572127     0.09849945     
0.026          0.1306389      0.1452771      0.03493778     0.09948131     
0.027          0.129842       0.1467722      0.03458789     0.09997685     
0.028          0.1294823      0.1488563      0.03361189     0.1002665      
0.029          0.1278324      0.1509236      0.03289789     0.1008616      
0.03           0.1267062      0.1534675      0.0320014      0.1011052      
0.031          0.1253811      0.1558384      0.03107813     0.1018075      
0.032          0.1233593      0.1589773      0.03045536     0.1025274      
0.033          0.1218612      0.1611676      0.02963421     0.1033359      
0.034          0.1199001      0.1634231      0.02912529     0.1032866      
0.035          0.1184035      0.1658092      0.02832254     0.1041027      
0.036          0.1168765      0.1686081      0.02793415     0.1042081      
0.037          0.1147652      0.1720476      0.02735658     0.1040977      
0.038          0.1126827      0.1756403      0.0270092      0.1042014      
0.039          0.1105152      0.1785379      0.02640403     0.1042458      
0.04           0.108375       0.1827242      0.02657812     0.1036741      
0.041          0.1057947      0.1852605      0.02640234     0.1033309      
0.042          0.1022535      0.1889808      0.0262793      0.1034255      
0.043          0.09983858     0.192739       0.02683845     0.1032221      
0.044          0.09717776     0.1953209      0.02683593     0.1026311      
0.045          0.09358044     0.1997075      0.02737584     0.1021046      
0.046          0.09124445     0.2019448      0.02793247     0.1017974      
0.047          0.08709919     0.2060354      0.02929185     0.1007478      
0.048          0.0834624      0.2091243      0.03047796     0.09999694     
0.049          0.07941733     0.2127322      0.03166491     0.09951562     
0.05           0.07442052     0.2159197      0.03366378     0.09802818     
0.051          0.07037697     0.2183559      0.0351596      0.09604437     
0.052          0.06644876     0.2221323      0.03735352     0.09492272     
0.053          0.06317472     0.2247688      0.03980525     0.09274469     
0.054          0.05798364     0.2273643      0.04318276     0.0907659      
0.055          0.05381108     0.2297292      0.04580943     0.08820368     
0.056          0.04915427     0.231795       0.0492087      0.0853284      
0.057          0.0448891      0.2338608      0.05302232     0.08197852     
0.058          0.04115365     0.2339519      0.05712891     0.0783909      
0.059          0.03794945     0.235198       0.06144978     0.07544448     
0.06           0.0338892      0.23562        0.06687305     0.07190291     
0.061          0.0307518      0.2337667      0.07193136     0.06800391     
0.062          0.02790885     0.2318861      0.07731947     0.06417439     
0.063          0.02546206     0.2294863      0.08258203     0.06009459     
0.064          0.02339017     0.2252242      0.08902401     0.05529242     
0.065          0.02259025     0.2209954      0.09472267     0.05144196     
0.066          0.02204992     0.2166316      0.1004582      0.04755553     
0.067          0.02273295     0.2104934      0.1065737      0.04318611     
0.068          0.02354653     0.2020814      0.111457       0.03957004     
0.069          0.02639856     0.1952207      0.1174696      0.03643443     
0.07           0.02983044     0.1865659      0.122774       0.03338254     
0.071          0.0349016      0.175188       0.1274205      0.03109403     
0.072          0.04114        0.1655967      0.1311872      0.02954967     
0.073          0.04873839     0.1536299      0.1337093      0.02890847     
0.074          0.05769072     0.1417451      0.1345949      0.02958566     
0.075          0.06767062     0.1302155      0.133808       0.03156529     
0.076          0.07858401     0.1199714      0.1324018      0.03497127     
0.077          0.0910168      0.1093115      0.1277637      0.0399735      
0.078          0.1014095      0.1017253      0.1212991      0.04577177     
0.079          0.1134462      0.09539883     0.1138133      0.05278461     
0.08           0.1217503      0.09136436     0.1043354      0.06110909     
0.081          0.1319261      0.08993608     0.09241741     0.0712634      
0.082          0.1395624      0.09338009     0.08036467     0.08172321     
0.083          0.1423477      0.09995998     0.06731251     0.09124051     
0.084          0.142718       0.1128011      0.05303571     0.1003652      
0.085          0.1381356      0.1292197      0.04121066     0.1076543      
