current        diode_1        diode_2        diode_3        diode_4        
0.001          0.07709313     0.09483        0.04543328     0.1917463      
0.002          0.07705949     0.09501836     0.04532528     0.1914071      
0.003          0.07732065     0.09470636     0.04531499     0.1920013      
0.004          0.07725987     0.09454971     0.04539042     0.1919194      
0.005          0.0772649      0.09454583     0.04561929     0.1913934      
0.006          0.07739196     0.09480023     0.04567114     0.1912546      
0.007          0.07741054     0.09470506     0.04574657     0.1913342      
0.008          0.07783291     0.09440795     0.04595314     0.1897701      
0.009          0.07759587     0.09459437     0.04593085     0.1901822      
0.01           0.07743867     0.09514201     0.04593557     0.1887341      
0.011          0.0775793      0.09497952     0.04612842     0.1881012      
0.012          0.0779173      0.09526306     0.04658828     0.1881536      
0.013          0.0780087      0.09541582     0.04651243     0.1880762      
0.014          0.07820106     0.09479827     0.04693414     0.1875798      
0.015          0.07843208     0.09559967     0.04702885     0.1858472      
0.016          0.07832661     0.09525011     0.04722343     0.1852461      
0.017          0.07835876     0.09530966     0.047418       0.1849319      
0.018          0.07864804     0.09544819     0.04779942     0.184752       
0.019          0.07923868     0.09536079     0.04815943     0.1844151      
0.02           0.07940993     0.09499571     0.04842        0.1822271      
0.021          0.07892126     0.09503002     0.04895529     0.1823933      
0.022          0.07923315     0.09484359     0.04906243     0.1816898      
0.023          0.07908901     0.09539447     0.04959985     0.1806447      
0.024          0.07948627     0.09527341     0.05004728     0.1795997      
0.025          0.0794481      0.09489992     0.05006915     0.1785501      
0.026          0.07937578     0.09480281     0.05068671     0.1781175      
0.027          0.07950836     0.09458791     0.05104543     0.1780606      
0.028          0.07903778     0.09451216     0.05131757     0.1771977      
0.029          0.07919698     0.09436134     0.05168099     0.1756517      
0.03           0.07893733     0.09375027     0.05216056     0.1753763      
0.031          0.07874548     0.09361691     0.052689       0.1754969      
0.032          0.07874196     0.09321364     0.05307985     0.1753193      
0.033          0.07903828     0.09252489     0.05376042     0.1753899      
0.034          0.07845116     0.0923048      0.05382986     0.1753125      
0.035          0.07813075     0.09138883     0.05429442     0.1752647      
0.036          0.07817092     0.09090788     0.05479714     0.1752806      
0.037          0.07742411     0.09040167     0.05485157     0.1752852      
0.038          0.07645279     0.08953427     0.05568043     0.175481       
0.039          0.07622678     0.08899763     0.05602457     0.1776462      
0.04           0.07545184     0.08850631     0.056445       0.1785615      
0.041          0.07460558     0.08737026     0.05668928     0.1804193      
0.042          0.07380552     0.08598305     0.05686457     0.1817353      
0.043          0.07272522     0.08492856     0.05720614     0.184217       
0.044          0.07187795     0.08340283     0.05723828     0.1849296      
0.045          0.0709222      0.0819509      0.05743971     0.188042       
0.046          0.0697962      0.08009826     0.05736256     0.1912386      
0.047          0.0686702      0.07870198     0.05745814     0.19459        
0.048          0.06688276     0.07660466     0.05755714     0.1976774      
0.049          0.065701       0.07430926     0.05741357     0.2008717      
0.05           0.06421088     0.07151219     0.05706985     0.2051293      
0.051          0.06319838     0.06956634     0.05666357     0.2103295      
0.052          0.0616721      0.06773248     0.05621271     0.2154112      
0.053          0.05992132     0.06524094     0.05586686     0.2219821      
0.054          0.05776021     0.0626769      0.05532943     0.2293156      
0.055          0.05614654     0.05971346     0.05501186     0.2358818      
0.056          0.05403314     0.05761096     0.05405614     0.2433793      
0.057          0.05159481     0.05433875     0.05309957     0.2525274      
0.058          0.04933074     0.05175982     0.05195786     0.2615116      
0.059          0.04668247     0.04891744     0.05049086     0.2701042      
0.06           0.04389007     0.04578569     0.04882285     0.2803907      
0.061          0.04175055     0.0427504      0.04735585     0.2901057      
0.062          0.03923337     0.03999282     0.045603       0.3012575      
0.063          0.03689598     0.03729802     0.043626       0.312038       
0.064          0.0342899      0.03456372     0.04095729     0.3226798      
0.065          0.03182444     0.03184756     0.03910071     0.3330232      
0.066          0.02952171     0.03021114     0.03711472     0.3411718      
0.067          0.02708438     0.02850156     0.03428014     0.3522301      
0.068          0.02514374     0.02762573     0.032334       0.3623072      
0.069          0.02395195     0.02707098     0.03025799     0.3665648      
0.07           0.02262756     0.02756489     0.028026       0.3729694      
0.071          0.02185965     0.02831514     0.02593542     0.3755786      
0.072          0.02184358     0.03021696     0.02404543     0.3748113      
0.073          0.02218761     0.03269685     0.02258871     0.3731424      
0.074          0.02332215     0.0365264      0.02156957     0.3697067      
0.075          0.02557316     0.04065372     0.02106942     0.3613213      
0.076          0.02865133     0.04582258     0.02095329     0.3526195      
0.077          0.0317476      0.05248288     0.02180014     0.3367366      
0.078          0.03582371     0.05882404     0.02308757     0.3189913      
0.079          0.04046936     0.06600219     0.02518929     0.2996296      
0.08           0.04587639     0.07270519     0.02786485     0.2799968      
0.081          0.05228085     0.08054297     0.03167357     0.2530329      
0.082          0.05816953     0.08654688     0.03553029     0.2327012      
0.083          0.06293622     0.09205234     0.04013228     0.2104274      
0.084          0.06828348     0.09502484     0.04503515     0.1908379      
0.085          0.07108794     0.0953252      0.04917771     0.1780674      
